,Id,OrderId,ProductId,UnitPrice,Quantity,Discount,CustomerId,EmployeeId,OrderDate,ShipVia,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,price,OnSale,discounted_order,order_total,week_day,month,month_name
1433,10796/26,10796,26,31.23,21,0.2,HILAA,3,2013-12-25,1,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,524.664,1,1,2341.364,2,12,dec
1437,10797/11,10797,11,21.0,20,0.0,DRACD,7,2013-12-25,2,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,420.0,0,0,420.0,2,12,dec
1438,10798/62,10798,62,49.3,2,0.0,ISLAT,2,2013-12-26,1,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,98.6,0,0,446.6,3,12,dec
1440,10799/13,10799,13,6.0,20,0.15,KOENE,9,2013-12-26,3,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,102.0,1,1,1553.5,3,12,dec
1443,10800/11,10800,11,21.0,50,0.1,SEVES,1,2013-12-26,3,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,945.0000000000001,1,1,1468.935,3,12,dec
1446,10801/17,10801,17,39.0,40,0.25,BOLID,4,2013-12-29,2,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain,1170.0,1,1,3026.85,6,12,dec
1448,10802/30,10802,30,25.89,25,0.25,SIMOB,4,2013-12-29,2,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,485.4375,1,1,2942.8125,6,12,dec
1452,10803/19,10803,19,9.2,24,0.05,WELLI,4,2013-12-30,1,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,209.75999999999996,1,1,1193.01,0,12,dec
1455,10804/10,10804,10,31.0,36,0.0,SEVES,6,2013-12-30,2,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,1116.0,0,1,2278.4,0,12,dec
1458,10805/34,10805,34,14.0,10,0.0,THEBI,2,2013-12-30,3,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA,140.0,0,0,2775.0,0,12,dec
1460,10806/2,10806,2,19.0,20,0.25,VICTE,3,2013-12-31,2,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,285.0,1,1,439.6,1,12,dec
1463,10807/40,10807,40,18.4,1,0.0,FRANS,4,2013-12-31,1,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy,18.4,0,0,18.4,1,12,dec
1464,10808/56,10808,56,38.0,20,0.15,OLDWO,2,2014-01-01,3,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,646.0,1,1,1411.0,2,1,jan
1466,10809/52,10809,52,7.0,20,0.0,WELLI,7,2014-01-01,1,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,140.0,0,0,140.0,2,1,jan
1467,10810/13,10810,13,6.0,7,0.0,LAUGB,2,2014-01-01,3,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada,42.0,0,0,187.0,2,1,jan
1470,10811/19,10811,19,9.2,15,0.0,LINOD,8,2014-01-02,1,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,138.0,0,0,852.0,3,1,jan
1473,10812/31,10812,31,12.5,16,0.1,REGGC,5,2014-01-02,1,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,180.0,1,1,1692.8,3,1,jan
1476,10813/2,10813,2,19.0,12,0.2,RICAR,1,2014-01-05,1,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,182.4,1,1,602.4,6,1,jan
1478,10814/41,10814,41,9.65,20,0.0,VICTE,3,2014-01-05,3,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,193.0,0,1,1788.4499999999998,6,1,jan
1482,10815/33,10815,33,2.5,16,0.0,SAVEA,2,2014-01-05,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,40.0,0,0,40.0,6,1,jan
1483,10816/38,10816,38,263.5,30,0.05,GREAL,4,2014-01-06,2,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,7509.75,1,1,8446.45,0,1,jan
1485,10817/26,10817,26,31.23,40,0.15,KOENE,3,2014-01-06,2,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,1061.82,1,1,10952.845,0,1,jan
1489,10818/32,10818,32,32.0,20,0.0,MAGAA,7,2014-01-07,3,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,640.0,0,0,833.0,1,1,jan
1491,10819/43,10819,43,46.0,7,0.0,CACTU,2,2014-01-07,3,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,322.0,0,0,477.0,1,1,jan
1493,10820/56,10820,56,38.0,30,0.0,RATTC,3,2014-01-07,2,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,1140.0,0,0,1140.0,1,1,jan
1494,10821/35,10821,35,18.0,20,0.0,SPLIR,1,2014-01-08,1,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,360.0,0,0,678.0,2,1,jan
1496,10822/62,10822,62,49.3,3,0.0,TRAIH,6,2014-01-08,3,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,147.89999999999998,0,0,237.89999999999998,2,1,jan
1498,10823/11,10823,11,21.0,20,0.1,LILAS,5,2014-01-09,2,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,378.00000000000006,1,1,2826.0,3,1,jan
1502,10824/41,10824,41,9.65,12,0.0,FOLKO,8,2014-01-09,1,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,115.80000000000001,0,0,250.8,3,1,jan
1504,10825/26,10825,26,31.23,12,0.0,DRACD,1,2014-01-09,1,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,374.76,0,0,1030.76,3,1,jan
1506,10826/31,10826,31,12.5,35,0.0,BLONP,6,2014-01-12,1,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,437.5,0,0,730.0,6,1,jan
1508,10827/10,10827,10,31.0,15,0.0,BONAP,1,2014-01-12,2,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,465.0,0,0,843.0,6,1,jan
1510,10828/20,10828,20,81.0,5,0.0,RANCH,9,2014-01-13,1,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,405.0,0,0,932.0,0,1,jan
1512,10829/2,10829,2,19.0,10,0.0,ISLAT,9,2014-01-13,1,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,190.0,0,0,1764.0,0,1,jan
1516,10830/6,10830,6,25.0,6,0.0,TRADH,4,2014-01-13,2,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,150.0,0,0,1974.0,0,1,jan
1520,10831/19,10831,19,9.2,2,0.0,SANTG,3,2014-01-14,2,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,18.4,0,0,2684.4,1,1,jan
1524,10832/13,10832,13,6.0,3,0.2,LAMAI,2,2014-01-14,2,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,14.400000000000002,1,1,475.11,1,1,jan
1528,10833/7,10833,7,30.0,20,0.1,OTTIK,6,2014-01-15,2,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,540.0,1,1,906.9300000000001,2,1,jan
1531,10834/29,10834,29,123.79,8,0.05,TRADH,1,2014-01-15,3,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,940.804,1,1,1432.714,2,1,jan
1533,10835/59,10835,59,55.0,15,0.0,ALFKI,1,2014-01-15,3,Alfred's Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,825.0,0,1,845.8,2,1,jan
1535,10836/22,10836,22,21.0,52,0.0,ERNSH,7,2014-01-16,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,1092.0,0,0,4705.5,3,1,jan
1540,10837/13,10837,13,6.0,6,0.0,BERGS,9,2014-01-16,3,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,36.0,0,1,1064.5,3,1,jan
1544,10838/1,10838,1,18.0,4,0.25,LINOD,3,2014-01-19,3,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,54.0,1,1,1938.375,6,1,jan
1547,10839/58,10839,58,13.25,30,0.1,TRADH,3,2014-01-19,3,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,357.75,1,1,827.55,6,1,jan
1549,10840/25,10840,25,14.0,6,0.2,LINOD,4,2014-01-19,2,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,67.2,1,1,211.2,6,1,jan
1551,10841/10,10841,10,31.0,16,0.0,SUPRD,5,2014-01-20,2,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,496.0,0,0,4581.0,0,1,jan
1555,10842/11,10842,11,21.0,15,0.0,TORTU,1,2014-01-20,3,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,315.0,0,0,975.0,0,1,jan
1559,10843/51,10843,51,53.0,4,0.25,VICTE,4,2014-01-21,2,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,159.0,1,1,159.0,1,1,jan
1560,10844/22,10844,22,21.0,35,0.0,PICCO,8,2014-01-21,2,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,735.0,0,0,735.0,1,1,jan
1561,10845/23,10845,23,9.0,70,0.1,QUICK,8,2014-01-21,1,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,567.0,1,1,3812.7,1,1,jan
1566,10846/4,10846,4,22.0,21,0.0,SUPRD,2,2014-01-22,3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,462.0,0,0,1112.0,2,1,jan
1569,10847/1,10847,1,18.0,80,0.2,SAVEA,4,2014-01-22,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,1152.0,1,1,4931.92,2,1,jan
1575,10848/5,10848,5,21.35,30,0.0,CONSH,7,2014-01-23,2,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,640.5,0,0,931.5,3,1,jan
1577,10849/3,10849,3,10.0,49,0.0,KOENE,9,2014-01-23,2,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,490.0,0,1,967.819,3,1,jan
1579,10850/25,10850,25,14.0,20,0.15,VICTE,1,2014-01-23,1,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,238.0,1,1,629.0,3,1,jan
1582,10851/2,10851,2,19.0,5,0.05,RICAR,5,2014-01-26,1,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,90.25,1,1,2603.0,6,1,jan
1586,10852/2,10852,2,19.0,15,0.0,RATTC,8,2014-01-26,1,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,285.0,0,0,2984.0,6,1,jan
1589,10853/18,10853,18,62.5,10,0.0,BLAUS,9,2014-01-27,2,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,625.0,0,0,625.0,0,1,jan
1590,10854/10,10854,10,31.0,100,0.15,ERNSH,3,2014-01-27,2,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,2635.0,1,1,2966.5,0,1,jan
1592,10855/16,10855,16,17.45,50,0.0,OLDWO,3,2014-01-27,1,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,872.5,0,1,2227.8875,0,1,jan
1596,10856/2,10856,2,19.0,20,0.0,ANTO,3,2014-01-28,2,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,380.0,0,0,660.0,1,1,jan
1598,10857/3,10857,3,10.0,30,0.0,BERGS,8,2014-01-28,2,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,300.0,0,1,2048.2124999999996,1,1,jan
1601,10858/7,10858,7,30.0,5,0.0,LACOR,2,2014-01-29,1,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,78000,France,150.0,0,0,649.0,2,1,jan
1604,10859/24,10859,24,4.5,40,0.25,FRANK,1,2014-01-29,2,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,135.0,1,1,1078.6875,2,1,jan
1607,10860/51,10860,51,53.0,3,0.0,FRANR,3,2014-01-29,3,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France,159.0,0,0,519.0,2,1,jan
1609,10861/17,10861,17,39.0,42,0.0,WHITC,4,2014-01-30,2,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,1638.0,0,0,3523.4,3,1,jan
1614,10862/11,10862,11,21.0,25,0.0,LEHMS,8,2014-01-30,2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,525.0,0,0,581.0,3,1,jan
1616,10863/1,10863,1,18.0,20,0.15,HILAA,4,2014-02-02,2,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,306.0,1,1,441.15,6,2,feb
1618,10864/35,10864,35,18.0,4,0.0,AROUT,4,2014-02-02,2,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,72.0,0,0,282.0,6,2,feb
1620,10865/38,10865,38,263.5,60,0.05,QUICK,2,2014-02-02,1,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,15019.5,1,1,16387.5,6,2,feb
1622,10866/2,10866,2,19.0,21,0.25,BERGS,5,2014-02-03,1,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,299.25,1,1,1096.2,0,2,feb
1625,10867/53,10867,53,32.8,3,0.0,LONEP,6,2014-02-03,1,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,98.39999999999999,0,0,98.39999999999999,0,2,feb
1626,10868/26,10868,26,31.23,20,0.0,QUEE,7,2014-02-04,2,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,624.6,0,1,1920.6,1,2,feb
1629,10869/1,10869,1,18.0,40,0.0,SEVES,5,2014-02-04,1,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,720.0,0,0,1630.0,1,2,feb
1633,10870/35,10870,35,18.0,3,0.0,WOLZA,5,2014-02-04,3,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland,54.0,0,0,160.0,1,2,feb
1635,10871/6,10871,6,25.0,50,0.05,BONAP,9,2014-02-05,2,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,1187.5,1,1,1979.2299999999998,2,2,feb
1638,10872/55,10872,55,24.0,10,0.05,GODOS,5,2014-02-05,2,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,227.99999999999997,1,1,2058.46,2,2,feb
1642,10873/21,10873,21,10.0,20,0.0,WILMK,4,2014-02-06,1,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,200.0,0,0,336.8,3,2,feb
1644,10874/10,10874,10,31.0,10,0.0,GODOS,5,2014-02-06,2,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,310.0,0,0,310.0,3,2,feb
1645,10875/19,10875,19,9.2,25,0.0,BERGS,4,2014-02-06,2,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,229.99999999999997,0,1,709.55,3,2,feb
1648,10876/46,10876,46,12.0,21,0.0,BONAP,7,2014-02-09,3,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,252.0,0,0,917.0,6,2,feb
1650,10877/16,10877,16,17.45,30,0.25,RICAR,1,2014-02-09,1,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,392.62499999999994,1,1,1955.125,6,2,feb
1652,10878/20,10878,20,81.0,20,0.05,QUICK,4,2014-02-10,1,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,1539.0,1,1,1539.0,0,2,feb
1653,10879/40,10879,40,18.4,12,0.0,WILMK,3,2014-02-10,3,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,220.79999999999998,0,0,611.3,0,2,feb
1656,10880/23,10880,23,9.0,30,0.2,FOLKO,7,2014-02-10,1,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,216.0,1,1,1500.0,0,2,feb
1659,10881/73,10881,73,15.0,10,0.0,CACTU,4,2014-02-11,1,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,150.0,0,0,150.0,1,2,feb
1660,10882/42,10882,42,14.0,25,0.0,SAVEA,4,2014-02-11,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,350.0,0,1,892.64,1,2,feb
1663,10883/24,10883,24,4.5,8,0.0,LONEP,8,2014-02-12,3,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,36.0,0,0,36.0,2,2,feb
1664,10884/21,10884,21,10.0,40,0.05,LETSS,4,2014-02-12,2,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA,380.0,1,1,1378.07,2,2,feb
1667,10885/2,10885,2,19.0,20,0.0,SUPRD,6,2014-02-12,3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,380.0,0,0,1209.0,2,2,feb
1671,10886/10,10886,10,31.0,70,0.0,HANAR,1,2014-02-13,1,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,2170.0,0,0,3127.5,3,2,feb
1674,10887/25,10887,25,14.0,5,0.0,GALED,8,2014-02-13,3,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,70.0,0,0,70.0,3,2,feb
1675,10888/2,10888,2,19.0,20,0.0,GODOS,1,2014-02-16,2,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,380.0,0,0,605.0,6,2,feb
1677,10889/11,10889,11,21.0,40,0.0,RATTC,9,2014-02-16,3,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,840.0,0,0,11380.0,6,2,feb
1679,10890/17,10890,17,39.0,15,0.0,DUMO,7,2014-02-16,1,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France,585.0,0,0,860.1,6,2,feb
1682,10891/30,10891,30,25.89,15,0.05,LEHMS,7,2014-02-17,2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,368.93249999999995,1,1,368.93249999999995,0,2,feb
1683,10892/59,10892,59,55.0,40,0.05,MAISD,4,2014-02-17,2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,2090.0,1,1,2090.0,0,2,feb
1684,10893/8,10893,8,40.0,30,0.0,KOENE,9,2014-02-18,2,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,1200.0,0,0,5502.11,1,2,feb
1689,10894/13,10894,13,6.0,28,0.05,SAVEA,1,2014-02-18,1,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,159.59999999999997,1,1,2753.0999999999995,1,2,feb
1692,10895/24,10895,24,4.5,110,0.0,ERNSH,3,2014-02-18,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,495.0,0,0,6379.4,1,2,feb
1696,10896/45,10896,45,9.5,15,0.0,MAISD,7,2014-02-19,3,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,142.5,0,0,750.5,2,2,feb
1698,10897/29,10897,29,123.79,80,0.0,HUNGO,3,2014-02-19,2,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,9903.2,0,0,10835.240000000002,2,2,feb
1700,10898/13,10898,13,6.0,5,0.0,OCEA,4,2014-02-20,2,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,30.0,0,0,30.0,3,2,feb
1701,10899/39,10899,39,18.0,8,0.15,LILAS,5,2014-02-20,3,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,122.39999999999999,1,1,122.39999999999999,3,2,feb
1702,10900/70,10900,70,15.0,3,0.25,WELLI,1,2014-02-20,2,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,33.75,1,1,33.75,3,2,feb
1703,10901/41,10901,41,9.65,30,0.0,HILAA,4,2014-02-23,1,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,289.5,0,0,934.5,6,2,feb
1705,10902/55,10902,55,24.0,30,0.15,FOLKO,1,2014-02-23,1,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,612.0,1,1,863.43,6,2,feb
1707,10903/13,10903,13,6.0,40,0.0,HANAR,3,2014-02-24,3,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,240.0,0,0,932.05,0,2,feb
1710,10904/58,10904,58,13.25,15,0.0,WHITC,3,2014-02-24,3,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,198.75,0,0,1924.25,0,2,feb
1712,10905/1,10905,1,18.0,20,0.05,WELLI,9,2014-02-24,2,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,341.99999999999994,1,1,341.99999999999994,0,2,feb
1713,10906/61,10906,61,28.5,15,0.0,WOLZA,4,2014-02-25,3,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland,427.5,0,0,427.5,1,2,feb
1714,10907/75,10907,75,7.75,14,0.0,SPECD,6,2014-02-25,3,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France,108.5,0,0,108.5,1,2,feb
1715,10908/7,10908,7,30.0,20,0.05,REGGC,4,2014-02-26,2,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,570.0,1,1,663.1,2,2,feb
1717,10909/7,10909,7,30.0,12,0.0,SANTG,1,2014-02-26,2,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,360.0,0,0,670.0,2,2,feb
1720,10910/19,10910,19,9.2,12,0.0,WILMK,1,2014-02-26,3,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,110.39999999999999,0,0,452.9,2,2,feb
1723,10911/1,10911,1,18.0,10,0.0,GODOS,3,2014-02-26,1,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,180.0,0,0,858.0,2,2,feb
1726,10912/11,10912,11,21.0,40,0.25,HUNGO,2,2014-02-26,2,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,630.0,1,1,6200.55,2,2,feb
1728,10913/4,10913,4,22.0,30,0.25,QUEE,4,2014-02-26,1,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,495.0,1,1,768.75,2,2,feb
1731,10914/71,10914,71,21.5,25,0.0,QUEE,6,2014-02-27,1,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,537.5,0,0,537.5,3,2,feb
1732,10915/17,10915,17,39.0,10,0.0,TORTU,2,2014-02-27,2,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,390.0,0,0,539.5,3,2,feb
1735,10916/16,10916,16,17.45,6,0.0,RANCH,1,2014-02-27,2,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,104.69999999999999,0,0,686.7,3,2,feb
1738,10917/30,10917,30,25.89,1,0.0,ROMEY,4,2014-03-02,2,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain,25.89,0,0,365.89,6,3,mar
1740,10918/1,10918,1,18.0,60,0.25,BOTTM,3,2014-03-02,3,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada,810.0,1,1,1447.5,6,3,mar
1742,10919/16,10919,16,17.45,24,0.0,LINOD,2,2014-03-02,2,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,418.79999999999995,0,0,1122.8,6,3,mar
1745,10920/50,10920,50,16.25,24,0.0,AROUT,4,2014-03-03,2,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,390.0,0,0,390.0,0,3,mar
1746,10921/35,10921,35,18.0,10,0.0,VAFFE,1,2014-03-03,1,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,180.0,0,0,1936.0,0,3,mar
1748,10922/17,10922,17,39.0,15,0.0,HANAR,5,2014-03-03,3,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,585.0,0,0,742.5,0,3,mar
1750,10923/42,10923,42,14.0,10,0.2,LAMAI,7,2014-03-03,3,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,112.00000000000001,1,1,748.8000000000001,0,3,mar
1753,10924/10,10924,10,31.0,20,0.1,BERGS,3,2014-03-04,2,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,558.0,1,1,1835.7,1,3,mar
1756,10925/36,10925,36,19.0,25,0.15,HANAR,3,2014-03-04,1,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,403.74999999999994,1,1,475.15,1,3,mar
1758,10926/11,10926,11,21.0,2,0.0,ANATR,4,2014-03-04,3,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,42.0,0,0,514.4,1,3,mar
1762,10927/20,10927,20,81.0,5,0.0,LACOR,4,2014-03-05,1,La corne d'abondance,"67, avenue de l'Europe",Versailles,Western Europe,78000,France,405.0,0,0,800.0,2,3,mar
1765,10928/47,10928,47,9.5,5,0.0,GALED,1,2014-03-05,1,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,47.5,0,0,137.5,2,3,mar
1767,10929/21,10929,21,10.0,60,0.0,FRANK,6,2014-03-05,1,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,600.0,0,0,1174.75,2,3,mar
1770,10930/21,10930,21,10.0,36,0.0,SUPRD,4,2014-03-06,3,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,360.0,0,1,2255.5,3,3,mar
1774,10931/13,10931,13,6.0,42,0.15,RICSU,4,2014-03-06,2,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,214.2,1,1,799.2,3,3,mar
