Product Cost,Discount (hypothesis 1 to plot (2).csv),Discount,Id (hypothesis 1 to plot (2).csv),Id,Number of Records,On Sale,OrderDate,OrderId (hypothesis 1 to plot (2).csv),Order Id,ProductId (hypothesis 1 to plot (2).csv),Product Id,Quantity (hypothesis 1 to plot (2).csv),Quantity,ShipAddress,ShipCity,ShipCountry,ShipName,ShipPostalCode,ShipRegion,ShippedDate,UnitPrice (hypothesis 1 to plot (2).csv),Unit Price,Discounted Order,Order Total,Price
468,0,0,10294/17,10294/17,1,0,8/30/2012,10294,10294,17,17,15,15,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,9/5/2012,31.2,31.2,0,1887.6,468
552,0,0,10294/43,10294/43,1,0,8/30/2012,10294,10294,43,43,15,15,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,9/5/2012,36.8,36.8,0,1887.6,552
571.2,0,0,10294/60,10294/60,1,0,8/30/2012,10294,10294,60,60,21,21,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,9/5/2012,27.2,27.2,0,1887.6,571.2
37.2,0,0,10294/75,10294/75,1,0,8/30/2012,10294,10294,75,75,6,6,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,9/5/2012,6.2,6.2,0,1887.6,37.2
121.6,0,0,10295/56,10295/56,1,0,9/2/2012,10295,10295,56,56,4,4,59 rue de l'Abbaye,Reims,France,Vins et alcools Chevalier,51100,Western Europe,9/10/2012,30.4,30.4,0,121.6,121.6
201.6,0,0,10296/11,10296/11,1,0,9/3/2012,10296,10296,11,11,12,12,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,9/11/2012,16.8,16.8,0,1050.6,201.6
417,0,0,10296/16,10296/16,1,0,9/3/2012,10296,10296,16,16,30,30,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,9/11/2012,13.9,13.9,0,1050.6,417
432,0,0,10296/69,10296/69,1,0,9/3/2012,10296,10296,69,69,15,15,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,9/11/2012,28.8,28.8,0,1050.6,432
864,0,0,10297/39,10297/39,1,0,9/4/2012,10297,10297,39,39,60,60,"24, place Kléber",Strasbourg,France,Blondel père et fils,67000,Western Europe,9/10/2012,14.4,14.4,0,1420,864
556,0,0,10297/72,10297/72,1,0,9/4/2012,10297,10297,72,72,20,20,"24, place Kléber",Strasbourg,France,Blondel père et fils,67000,Western Europe,9/10/2012,27.8,27.8,0,1420,556
608,0,0,10298/2,10298/2,1,0,9/5/2012,10298,10298,2,2,40,40,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,9/11/2012,15.2,15.2,1,2645,608
456,0.25,0.25,10298/36,10298/36,1,1,9/5/2012,10298,10298,36,36,40,40,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,9/11/2012,15.2,15.2,1,2645,456
990,0.25,0.25,10298/59,10298/59,1,1,9/5/2012,10298,10298,59,59,30,30,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,9/11/2012,44,44,1,2645,990
591,0,0,10298/62,10298/62,1,0,9/5/2012,10298,10298,62,62,15,15,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,9/11/2012,39.4,39.4,1,2645,591
109.5,0,0,10299/19,10299/19,1,0,9/6/2012,10299,10299,19,19,15,15,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,9/13/2012,7.3,7.3,0,349.5,109.5
240,0,0,10299/70,10299/70,1,0,9/6/2012,10299,10299,70,70,20,20,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,9/13/2012,12,12,0,349.5,240
408,0,0,10300/66,10300/66,1,0,9/9/2012,10300,10300,66,66,30,30,Via Ludovico il Moro 22,Bergamo,Italy,Magazzini Alimentari Riuniti,24100,Southern Europe,9/18/2012,13.6,13.6,0,608,408
200,0,0,10300/68,10300/68,1,0,9/9/2012,10300,10300,68,68,20,20,Via Ludovico il Moro 22,Bergamo,Italy,Magazzini Alimentari Riuniti,24100,Southern Europe,9/18/2012,10,10,0,608,200
147,0,0,10301/40,10301/40,1,0,9/9/2012,10301,10301,40,40,10,10,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,9/17/2012,14.7,14.7,0,755,147
608,0,0,10301/56,10301/56,1,0,9/9/2012,10301,10301,56,56,20,20,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,9/17/2012,30.4,30.4,0,755,608
1248,0,0,10302/17,10302/17,1,0,9/10/2012,10302,10302,17,17,40,40,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,10/9/2012,31.2,31.2,0,2708.8,1248
1019.2,0,0,10302/28,10302/28,1,0,9/10/2012,10302,10302,28,28,28,28,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,10/9/2012,36.4,36.4,0,2708.8,1019.2
441.6,0,0,10302/43,10302/43,1,0,9/10/2012,10302,10302,43,43,12,12,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,10/9/2012,36.8,36.8,0,2708.8,441.6
529.2,0.1,0.1,10303/40,10303/40,1,1,9/11/2012,10303,10303,40,40,40,40,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,9/18/2012,14.7,14.7,1,1117.8,529.2
453.6,0.1,0.1,10303/65,10303/65,1,1,9/11/2012,10303,10303,65,65,30,30,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,9/18/2012,16.8,16.8,1,1117.8,453.6
135,0.1,0.1,10303/68,10303/68,1,1,9/11/2012,10303,10303,68,68,15,15,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,9/18/2012,10,10,1,1117.8,135
480,0,0,10304/49,10304/49,1,0,9/12/2012,10304,10304,49,49,30,30,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,9/17/2012,16,16,0,954.4,480
440,0,0,10304/59,10304/59,1,0,9/12/2012,10304,10304,59,59,10,10,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,9/17/2012,44,44,0,954.4,440
34.4,0,0,10304/71,10304/71,1,0,9/12/2012,10304,10304,71,71,2,2,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,9/17/2012,17.2,17.2,0,954.4,34.4
1125,0.1,0.1,10305/18,10305/18,1,1,9/13/2012,10305,10305,18,18,25,25,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,10/9/2012,50,50,1,3741.3,1125
2227.5,0.1,0.1,10305/29,10305/29,1,1,9/13/2012,10305,10305,29,29,25,25,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,10/9/2012,99,99,1,3741.3,2227.5
388.8,0.1,0.1,10305/39,10305/39,1,1,9/13/2012,10305,10305,39,39,30,30,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,10/9/2012,14.4,14.4,1,3741.3,388.8
207,0,0,10306/30,10306/30,1,0,9/16/2012,10306,10306,30,30,10,10,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,9/23/2012,20.7,20.7,0,498.5,207
262,0,0,10306/53,10306/53,1,0,9/16/2012,10306,10306,53,53,10,10,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,9/23/2012,26.2,26.2,0,498.5,262
29.5,0,0,10306/54,10306/54,1,0,9/16/2012,10306,10306,54,54,5,5,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,9/23/2012,5.9,5.9,0,498.5,29.5
394,0,0,10307/62,10307/62,1,0,9/17/2012,10307,10307,62,62,10,10,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,9/25/2012,39.4,39.4,0,424,394
30,0,0,10307/68,10307/68,1,0,9/17/2012,10307,10307,68,68,3,3,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,9/25/2012,10,10,0,424,30
28.8,0,0,10308/69,10308/69,1,0,9/18/2012,10308,10308,69,69,1,1,Avda. de la Constitución 2222,México D.F.,Mexico,Ana Trujillo Emparedados y helados,05021,Central America,9/24/2012,28.8,28.8,0,88.8,28.8
60,0,0,10308/70,10308/70,1,0,9/18/2012,10308,10308,70,70,5,5,Avda. de la Constitución 2222,México D.F.,Mexico,Ana Trujillo Emparedados y helados,05021,Central America,9/24/2012,12,12,0,88.8,60
352,0,0,10309/4,10309/4,1,0,9/19/2012,10309,10309,4,4,20,20,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,10/23/2012,17.6,17.6,0,1762,352
600,0,0,10309/6,10309/6,1,0,9/19/2012,10309,10309,6,6,30,30,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,10/23/2012,20,20,0,1762,600
22.4,0,0,10309/42,10309/42,1,0,9/19/2012,10309,10309,42,42,2,2,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,10/23/2012,11.2,11.2,0,1762,22.4
736,0,0,10309/43,10309/43,1,0,9/19/2012,10309,10309,43,43,20,20,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,10/23/2012,36.8,36.8,0,1762,736
51.6,0,0,10309/71,10309/71,1,0,9/19/2012,10309,10309,71,71,3,3,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,10/23/2012,17.2,17.2,0,1762,51.6
139,0,0,10310/16,10310/16,1,0,9/20/2012,10310,10310,16,16,10,10,89 Jefferson Way Suite 2,Portland,USA,The Big Cheese,97201,North America,9/27/2012,13.9,13.9,0,336,139
197,0,0,10310/62,10310/62,1,0,9/20/2012,10310,10310,62,62,5,5,89 Jefferson Way Suite 2,Portland,USA,The Big Cheese,97201,North America,9/27/2012,39.4,39.4,0,336,197
67.2,0,0,10311/42,10311/42,1,0,9/20/2012,10311,10311,42,42,6,6,"67, rue des Cinquante Otages",Nantes,France,Du monde entier,44000,Western Europe,9/26/2012,11.2,11.2,0,268.8,67.2
201.6,0,0,10311/69,10311/69,1,0,9/20/2012,10311,10311,69,69,7,7,"67, rue des Cinquante Otages",Nantes,France,Du monde entier,44000,Western Europe,9/26/2012,28.8,28.8,0,268.8,201.6
145.6,0,0,10312/28,10312/28,1,0,9/23/2012,10312,10312,28,28,4,4,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,10/3/2012,36.4,36.4,0,1614.8,145.6
883.2,0,0,10312/43,10312/43,1,0,9/23/2012,10312,10312,43,43,24,24,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,10/3/2012,36.8,36.8,0,1614.8,883.2
524,0,0,10312/53,10312/53,1,0,9/23/2012,10312,10312,53,53,20,20,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,10/3/2012,26.2,26.2,0,1614.8,524
62,0,0,10312/75,10312/75,1,0,9/23/2012,10312,10312,75,75,10,10,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,10/3/2012,6.2,6.2,0,1614.8,62
182.4,0,0,10313/36,10313/36,1,0,9/24/2012,10313,10313,36,36,12,12,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,10/4/2012,15.2,15.2,0,182.4,182.4
921.6,0.1,0.1,10314/32,10314/32,1,1,9/25/2012,10314,10314,32,32,40,40,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,10/4/2012,25.6,25.6,1,2094.3,921.6
286.2,0.1,0.1,10314/58,10314/58,1,1,9/25/2012,10314,10314,58,58,30,30,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,10/4/2012,10.6,10.6,1,2094.3,286.2
886.5,0.1,0.1,10314/62,10314/62,1,1,9/25/2012,10314,10314,62,62,25,25,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,10/4/2012,39.4,39.4,1,2094.3,886.5
156.8,0,0,10315/34,10315/34,1,0,9/26/2012,10315,10315,34,34,14,14,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,10/3/2012,11.2,11.2,0,516.8,156.8
360,0,0,10315/70,10315/70,1,0,9/26/2012,10315,10315,70,70,30,30,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,10/3/2012,12,12,0,516.8,360
77,0,0,10316/41,10316/41,1,0,9/27/2012,10316,10316,41,41,10,10,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,10/8/2012,7.7,7.7,0,2835,77
2758,0,0,10316/62,10316/62,1,0,9/27/2012,10316,10316,62,62,70,70,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,10/8/2012,39.4,39.4,0,2835,2758
288,0,0,10317/1,10317/1,1,0,9/30/2012,10317,10317,1,1,20,20,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,10/10/2012,14.4,14.4,0,288,288
154,0,0,10318/41,10318/41,1,0,10/1/2012,10318,10318,41,41,20,20,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,10/4/2012,7.7,7.7,0,240.4,154
86.4,0,0,10318/76,10318/76,1,0,10/1/2012,10318,10318,76,76,6,6,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,10/4/2012,14.4,14.4,0,240.4,86.4
249.6,0,0,10319/17,10319/17,1,0,10/2/2012,10319,10319,17,17,8,8,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,10/11/2012,31.2,31.2,0,1191.2,249.6
509.6,0,0,10319/28,10319/28,1,0,10/2/2012,10319,10319,28,28,14,14,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,10/11/2012,36.4,36.4,0,1191.2,509.6
432,0,0,10319/76,10319/76,1,0,10/2/2012,10319,10319,76,76,30,30,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,10/11/2012,14.4,14.4,0,1191.2,432
516,0,0,10320/71,10320/71,1,0,10/3/2012,10320,10320,71,71,30,30,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,10/18/2012,17.2,17.2,0,516,516
144,0,0,10321/35,10321/35,1,0,10/3/2012,10321,10321,35,35,10,10,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,10/11/2012,14.4,14.4,0,144,144
112,0,0,10322/52,10322/52,1,0,10/4/2012,10322,10322,52,52,20,20,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,10/23/2012,5.6,5.6,0,112,112
62,0,0,10323/15,10323/15,1,0,10/7/2012,10323,10323,15,15,5,5,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,10/14/2012,12.4,12.4,0,164.4,62
44.8,0,0,10323/25,10323/25,1,0,10/7/2012,10323,10323,25,25,4,4,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,10/14/2012,11.2,11.2,0,164.4,44.8
57.6,0,0,10323/39,10323/39,1,0,10/7/2012,10323,10323,39,39,4,4,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,10/14/2012,14.4,14.4,0,164.4,57.6
248.115,0.15,0.15,10324/16,10324/16,1,1,10/8/2012,10324,10324,16,16,21,21,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,10/10/2012,13.9,13.9,1,5275.715,248.115
856.8,0.15,0.15,10324/35,10324/35,1,1,10/8/2012,10324,10324,35,35,70,70,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,10/10/2012,14.4,14.4,1,5275.715,856.8
288,0,0,10324/46,10324/46,1,0,10/8/2012,10324,10324,46,46,30,30,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,10/10/2012,9.6,9.6,1,5275.715,288
1496,0.15,0.15,10324/59,10324/59,1,1,10/8/2012,10324,10324,59,59,40,40,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,10/10/2012,44,44,1,5275.715,1496
2386.8,0.15,0.15,10324/63,10324/63,1,1,10/8/2012,10324,10324,63,63,80,80,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,10/10/2012,35.1,35.1,1,5275.715,2386.8
120,0,0,10325/6,10325/6,1,0,10/9/2012,10325,10325,6,6,6,6,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,10/14/2012,20,20,0,1497,120
57.6,0,0,10325/13,10325/13,1,0,10/9/2012,10325,10325,13,13,12,12,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,10/14/2012,4.8,4.8,0,1497,57.6
167.4,0,0,10325/14,10325/14,1,0,10/9/2012,10325,10325,14,14,9,9,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,10/14/2012,18.6,18.6,0,1497,167.4
40,0,0,10325/31,10325/31,1,0,10/9/2012,10325,10325,31,31,4,4,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,10/14/2012,10,10,0,1497,40
1112,0,0,10325/72,10325/72,1,0,10/9/2012,10325,10325,72,72,40,40,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,10/14/2012,27.8,27.8,0,1497,1112
422.4,0,0,10326/4,10326/4,1,0,10/10/2012,10326,10326,4,4,24,24,"C/ Araquil, 67",Madrid,Spain,Bólido Comidas preparadas,28023,Southern Europe,10/14/2012,17.6,17.6,0,982,422.4
249.6,0,0,10326/57,10326/57,1,0,10/10/2012,10326,10326,57,57,16,16,"C/ Araquil, 67",Madrid,Spain,Bólido Comidas preparadas,28023,Southern Europe,10/14/2012,15.6,15.6,0,982,249.6
310,0,0,10326/75,10326/75,1,0,10/10/2012,10326,10326,75,75,50,50,"C/ Araquil, 67",Madrid,Spain,Bólido Comidas preparadas,28023,Southern Europe,10/14/2012,6.2,6.2,0,982,310
304,0.2,0.2,10327/2,10327/2,1,1,10/11/2012,10327,10327,2,2,25,25,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,10/14/2012,15.2,15.2,1,1810,304
672,0.2,0.2,10327/11,10327/11,1,1,10/11/2012,10327,10327,11,11,50,50,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,10/14/2012,16.8,16.8,1,1810,672
579.6,0.2,0.2,10327/30,10327/30,1,1,10/11/2012,10327,10327,30,30,35,35,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,10/14/2012,20.7,20.7,1,1810,579.6
254.4,0.2,0.2,10327/58,10327/58,1,1,10/11/2012,10327,10327,58,58,30,30,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,10/14/2012,10.6,10.6,1,1810,254.4
396,0,0,10328/59,10328/59,1,0,10/14/2012,10328,10328,59,59,9,9,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,10/17/2012,44,44,0,1168,396
672,0,0,10328/65,10328/65,1,0,10/14/2012,10328,10328,65,65,40,40,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,10/17/2012,16.8,16.8,0,1168,672
100,0,0,10328/68,10328/68,1,0,10/14/2012,10328,10328,68,68,10,10,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,10/17/2012,10,10,0,1168,100
69.35,0.05,0.05,10329/19,10329/19,1,1,10/15/2012,10329,10329,19,19,10,10,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,10/23/2012,7.3,7.3,1,4578.43,69.35
157.32,0.05,0.05,10329/30,10329/30,1,1,10/15/2012,10329,10329,30,30,8,8,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,10/23/2012,20.7,20.7,1,4578.43,157.32
4005.2,0.05,0.05,10329/38,10329/38,1,1,10/15/2012,10329,10329,38,38,20,20,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,10/23/2012,210.8,210.8,1,4578.43,4005.2
346.56,0.05,0.05,10329/56,10329/56,1,1,10/15/2012,10329,10329,56,56,12,12,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,10/23/2012,30.4,30.4,1,4578.43,346.56
1058.25,0.15,0.15,10330/26,10330/26,1,1,10/16/2012,10330,10330,26,26,50,50,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,10/28/2012,24.9,24.9,1,1649,1058.25
590.75,0.15,0.15,10330/72,10330/72,1,1,10/16/2012,10330,10330,72,72,25,25,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,10/28/2012,27.8,27.8,1,1649,590.75
88.5,0,0,10331/54,10331/54,1,0,10/16/2012,10331,10331,54,54,15,15,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,10/21/2012,5.9,5.9,0,88.5,88.5
1600,0.2,0.2,10332/18,10332/18,1,1,10/17/2012,10332,10332,18,18,40,40,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,10/21/2012,50,50,1,1786.88,1600
89.6,0.2,0.2,10332/42,10332/42,1,1,10/17/2012,10332,10332,42,42,10,10,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,10/21/2012,11.2,11.2,1,1786.88,89.6
97.28,0.2,0.2,10332/47,10332/47,1,1,10/17/2012,10332,10332,47,47,16,16,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,10/21/2012,7.6,7.6,1,1786.88,97.28
186,0,0,10333/14,10333/14,1,0,10/18/2012,10333,10333,14,14,10,10,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,10/25/2012,18.6,18.6,1,877.2,186
72,0.1,0.1,10333/21,10333/21,1,1,10/18/2012,10333,10333,21,21,10,10,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,10/25/2012,8,8,1,877.2,72
619.2,0.1,0.1,10333/71,10333/71,1,1,10/18/2012,10333,10333,71,71,40,40,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,10/25/2012,17.2,17.2,1,877.2,619.2
44.8,0,0,10334/52,10334/52,1,0,10/21/2012,10334,10334,52,52,8,8,"2, rue du Commerce",Lyon,France,Victuailles en stock,69004,Western Europe,10/28/2012,5.6,5.6,0,144.8,44.8
100,0,0,10334/68,10334/68,1,0,10/21/2012,10334,10334,68,68,10,10,"2, rue du Commerce",Lyon,France,Victuailles en stock,69004,Western Europe,10/28/2012,10,10,0,144.8,100
85.12,0.2,0.2,10335/2,10335/2,1,1,10/22/2012,10335,10335,2,2,7,7,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,10/24/2012,15.2,15.2,1,2036.16,85.12
200,0.2,0.2,10335/31,10335/31,1,1,10/22/2012,10335,10335,31,31,25,25,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,10/24/2012,10,10,1,2036.16,200
122.88,0.2,0.2,10335/32,10335/32,1,1,10/22/2012,10335,10335,32,32,6,6,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,10/24/2012,25.6,25.6,1,2036.16,122.88
1628.16,0.2,0.2,10335/51,10335/51,1,1,10/22/2012,10335,10335,51,51,48,48,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,10/24/2012,42.4,42.4,1,2036.16,1628.16
285.12,0.1,0.1,10336/4,10336/4,1,1,10/23/2012,10336,10336,4,4,18,18,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,10/25/2012,17.6,17.6,1,285.12,285.12
288,0,0,10337/23,10337/23,1,0,10/24/2012,10337,10337,23,23,40,40,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,10/29/2012,7.2,7.2,0,2467,288
597.6,0,0,10337/26,10337/26,1,0,10/24/2012,10337,10337,26,26,24,24,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,10/29/2012,24.9,24.9,0,2467,597.6
304,0,0,10337/36,10337/36,1,0,10/24/2012,10337,10337,36,36,20,20,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,10/29/2012,15.2,15.2,0,2467,304
582.4,0,0,10337/37,10337/37,1,0,10/24/2012,10337,10337,37,37,28,28,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,10/29/2012,20.8,20.8,0,2467,582.4
695,0,0,10337/72,10337/72,1,0,10/24/2012,10337,10337,72,72,25,25,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,10/29/2012,27.8,27.8,0,2467,695
624,0,0,10338/17,10338/17,1,0,10/25/2012,10338,10338,17,17,20,20,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,10/29/2012,31.2,31.2,0,934.5,624
310.5,0,0,10338/30,10338/30,1,0,10/25/2012,10338,10338,30,30,15,15,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,10/29/2012,20.7,20.7,0,934.5,310.5
176,0,0,10339/4,10339/4,1,0,10/28/2012,10339,10339,4,4,10,10,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,11/4/2012,17.6,17.6,1,3354,176
2074.8,0.05,0.05,10339/17,10339/17,1,1,10/28/2012,10339,10339,17,17,70,70,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,11/4/2012,31.2,31.2,1,3354,2074.8
1103.2,0,0,10339/62,10339/62,1,0,10/28/2012,10339,10339,62,62,28,28,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,11/4/2012,39.4,39.4,1,3354,1103.2
950,0.05,0.05,10340/18,10340/18,1,1,10/29/2012,10340,10340,18,18,20,20,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,11/8/2012,50,50,1,2436.18,950
87.78,0.05,0.05,10340/41,10340/41,1,1,10/29/2012,10340,10340,41,41,12,12,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,11/8/2012,7.7,7.7,1,2436.18,87.78
1398.4,0.05,0.05,10340/43,10340/43,1,1,10/29/2012,10340,10340,43,43,40,40,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,11/8/2012,36.8,36.8,1,2436.18,1398.4
16,0,0,10341/33,10341/33,1,0,10/29/2012,10341,10341,33,33,8,8,Vinbæltet 34,Kobenhavn,Denmark,Simons bistro,1734,Northern Europe,11/5/2012,2,2,1,352.6,16
336.6,0.15,0.15,10341/59,10341/59,1,1,10/29/2012,10341,10341,59,59,9,9,Vinbæltet 34,Kobenhavn,Denmark,Simons bistro,1734,Northern Europe,11/5/2012,44,44,1,352.6,336.6
291.84,0.2,0.2,10342/2,10342/2,1,1,10/30/2012,10342,10342,2,2,24,24,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,11/4/2012,15.2,15.2,1,1840.64,291.84
