SalesPrice,Customer Id,Discount,Employee Id,F1,Freight,Id (Order.csv),Id,Number of Records,Order Date,Order Id,Product Id,Quantity,Required Date,Ship Address,Ship City,Ship Country,Ship Name,Ship Postal Code,Ship Region,Ship Via,Shipped Date,Unit Price
13.9,LILAS,0,6,130,0.12,10296,10296/16,1,9/3/2012,10296,16,30,10/1/2012,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,1,9/11/2012,13.9
28.8,LILAS,0,6,131,0.12,10296,10296/69,1,9/3/2012,10296,69,15,10/1/2012,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,1,9/11/2012,28.8
14.4,BLONP,0,5,132,5.74,10297,10297/39,1,9/4/2012,10297,39,60,10/16/2012,"24, place Kléber",Strasbourg,France,Blondel père et fils,67000,Western Europe,2,9/10/2012,14.4
27.8,BLONP,0,5,133,5.74,10297,10297/72,1,9/4/2012,10297,72,20,10/16/2012,"24, place Kléber",Strasbourg,France,Blondel père et fils,67000,Western Europe,2,9/10/2012,27.8
15.2,HUNGO,0,6,134,168.22,10298,10298/2,1,9/5/2012,10298,2,40,10/3/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,9/11/2012,15.2
11.4,HUNGO,0.25,6,135,168.22,10298,10298/36,1,9/5/2012,10298,36,40,10/3/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,9/11/2012,15.2
33,HUNGO,0.25,6,136,168.22,10298,10298/59,1,9/5/2012,10298,59,30,10/3/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,9/11/2012,44
39.4,HUNGO,0,6,137,168.22,10298,10298/62,1,9/5/2012,10298,62,15,10/3/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,9/11/2012,39.4
7.3,RICAR,0,4,138,29.76,10299,10299/19,1,9/6/2012,10299,19,15,10/4/2012,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,2,9/13/2012,7.3
12,RICAR,0,4,139,29.76,10299,10299/70,1,9/6/2012,10299,70,20,10/4/2012,"Av. Copacabana, 267",Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,South America,2,9/13/2012,12
13.6,MAGAA,0,2,140,17.68,10300,10300/66,1,9/9/2012,10300,66,30,10/7/2012,Via Ludovico il Moro 22,Bergamo,Italy,Magazzini Alimentari Riuniti,24100,Southern Europe,2,9/18/2012,13.6
10,MAGAA,0,2,141,17.68,10300,10300/68,1,9/9/2012,10300,68,20,10/7/2012,Via Ludovico il Moro 22,Bergamo,Italy,Magazzini Alimentari Riuniti,24100,Southern Europe,2,9/18/2012,10
14.7,WANDK,0,8,142,45.08,10301,10301/40,1,9/9/2012,10301,40,10,10/7/2012,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,2,9/17/2012,14.7
30.4,WANDK,0,8,143,45.08,10301,10301/56,1,9/9/2012,10301,56,20,10/7/2012,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,2,9/17/2012,30.4
31.2,SUPRD,0,4,144,6.27,10302,10302/17,1,9/10/2012,10302,17,40,10/8/2012,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,2,10/9/2012,31.2
36.4,SUPRD,0,4,145,6.27,10302,10302/28,1,9/10/2012,10302,28,28,10/8/2012,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,2,10/9/2012,36.4
36.8,SUPRD,0,4,146,6.27,10302,10302/43,1,9/10/2012,10302,43,12,10/8/2012,"Boulevard Tirou, 255",Charleroi,Belgium,Suprêmes délices,B-6000,Western Europe,2,10/9/2012,36.8
13.23,GODOS,0.1,7,147,107.83,10303,10303/40,1,9/11/2012,10303,40,40,10/9/2012,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,2,9/18/2012,14.7
15.12,GODOS,0.1,7,148,107.83,10303,10303/65,1,9/11/2012,10303,65,30,10/9/2012,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,2,9/18/2012,16.8
9,GODOS,0.1,7,149,107.83,10303,10303/68,1,9/11/2012,10303,68,15,10/9/2012,"C/ Romero, 33",Sevilla,Spain,Godos Cocina Típica,41101,Southern Europe,2,9/18/2012,10
16,TORTU,0,1,150,63.79,10304,10304/49,1,9/12/2012,10304,49,30,10/10/2012,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,2,9/17/2012,16
44,TORTU,0,1,151,63.79,10304,10304/59,1,9/12/2012,10304,59,10,10/10/2012,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,2,9/17/2012,44
17.2,TORTU,0,1,152,63.79,10304,10304/71,1,9/12/2012,10304,71,2,10/10/2012,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,2,9/17/2012,17.2
45,OLDWO,0.1,8,153,257.62,10305,10305/18,1,9/13/2012,10305,18,25,10/11/2012,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,3,10/9/2012,50
89.1,OLDWO,0.1,8,154,257.62,10305,10305/29,1,9/13/2012,10305,29,25,10/11/2012,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,3,10/9/2012,99
12.96,OLDWO,0.1,8,155,257.62,10305,10305/39,1,9/13/2012,10305,39,30,10/11/2012,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,3,10/9/2012,14.4
20.7,ROMEY,0,1,156,7.56,10306,10306/30,1,9/16/2012,10306,30,10,10/14/2012,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,3,9/23/2012,20.7
26.2,ROMEY,0,1,157,7.56,10306,10306/53,1,9/16/2012,10306,53,10,10/14/2012,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,3,9/23/2012,26.2
5.9,ROMEY,0,1,158,7.56,10306,10306/54,1,9/16/2012,10306,54,5,10/14/2012,"Gran Vía, 1",Madrid,Spain,Romero y tomillo,28001,Southern Europe,3,9/23/2012,5.9
39.4,LONEP,0,2,159,0.56,10307,10307/62,1,9/17/2012,10307,62,10,10/15/2012,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,2,9/25/2012,39.4
10,LONEP,0,2,160,0.56,10307,10307/68,1,9/17/2012,10307,68,3,10/15/2012,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,2,9/25/2012,10
28.8,ANATR,0,7,161,1.61,10308,10308/69,1,9/18/2012,10308,69,1,10/16/2012,Avda. de la Constitución 2222,México D.F.,Mexico,Ana Trujillo Emparedados y helados,05021,Central America,3,9/24/2012,28.8
12,ANATR,0,7,162,1.61,10308,10308/70,1,9/18/2012,10308,70,5,10/16/2012,Avda. de la Constitución 2222,México D.F.,Mexico,Ana Trujillo Emparedados y helados,05021,Central America,3,9/24/2012,12
17.6,HUNGO,0,3,163,47.3,10309,10309/4,1,9/19/2012,10309,4,20,10/17/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,1,10/23/2012,17.6
20,HUNGO,0,3,164,47.3,10309,10309/6,1,9/19/2012,10309,6,30,10/17/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,1,10/23/2012,20
11.2,HUNGO,0,3,165,47.3,10309,10309/42,1,9/19/2012,10309,42,2,10/17/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,1,10/23/2012,11.2
36.8,HUNGO,0,3,166,47.3,10309,10309/43,1,9/19/2012,10309,43,20,10/17/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,1,10/23/2012,36.8
17.2,HUNGO,0,3,167,47.3,10309,10309/71,1,9/19/2012,10309,71,3,10/17/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,1,10/23/2012,17.2
13.9,THEBI,0,8,168,17.52,10310,10310/16,1,9/20/2012,10310,16,10,10/18/2012,89 Jefferson Way Suite 2,Portland,USA,The Big Cheese,97201,North America,2,9/27/2012,13.9
39.4,THEBI,0,8,169,17.52,10310,10310/62,1,9/20/2012,10310,62,5,10/18/2012,89 Jefferson Way Suite 2,Portland,USA,The Big Cheese,97201,North America,2,9/27/2012,39.4
11.2,DUMO,0,1,170,24.69,10311,10311/42,1,9/20/2012,10311,42,6,10/4/2012,"67, rue des Cinquante Otages",Nantes,France,Du monde entier,44000,Western Europe,3,9/26/2012,11.2
28.8,DUMO,0,1,171,24.69,10311,10311/69,1,9/20/2012,10311,69,7,10/4/2012,"67, rue des Cinquante Otages",Nantes,France,Du monde entier,44000,Western Europe,3,9/26/2012,28.8
36.4,WANDK,0,2,172,40.26,10312,10312/28,1,9/23/2012,10312,28,4,10/21/2012,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,2,10/3/2012,36.4
36.8,WANDK,0,2,173,40.26,10312,10312/43,1,9/23/2012,10312,43,24,10/21/2012,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,2,10/3/2012,36.8
26.2,WANDK,0,2,174,40.26,10312,10312/53,1,9/23/2012,10312,53,20,10/21/2012,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,2,10/3/2012,26.2
6.2,WANDK,0,2,175,40.26,10312,10312/75,1,9/23/2012,10312,75,10,10/21/2012,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,2,10/3/2012,6.2
15.2,QUICK,0,2,176,1.96,10313,10313/36,1,9/24/2012,10313,36,12,10/22/2012,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,2,10/4/2012,15.2
23.04,RATTC,0.1,1,177,74.16,10314,10314/32,1,9/25/2012,10314,32,40,10/23/2012,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,10/4/2012,25.6
9.54,RATTC,0.1,1,178,74.16,10314,10314/58,1,9/25/2012,10314,58,30,10/23/2012,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,10/4/2012,10.6
35.46,RATTC,0.1,1,179,74.16,10314,10314/62,1,9/25/2012,10314,62,25,10/23/2012,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,2,10/4/2012,39.4
11.2,ISLAT,0,4,180,41.76,10315,10315/34,1,9/26/2012,10315,34,14,10/24/2012,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,2,10/3/2012,11.2
12,ISLAT,0,4,181,41.76,10315,10315/70,1,9/26/2012,10315,70,30,10/24/2012,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,2,10/3/2012,12
7.7,RATTC,0,1,182,150.15,10316,10316/41,1,9/27/2012,10316,41,10,10/25/2012,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3,10/8/2012,7.7
39.4,RATTC,0,1,183,150.15,10316,10316/62,1,9/27/2012,10316,62,70,10/25/2012,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,3,10/8/2012,39.4
14.4,LONEP,0,6,184,12.69,10317,10317/1,1,9/30/2012,10317,1,20,10/28/2012,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,1,10/10/2012,14.4
7.7,ISLAT,0,8,185,4.73,10318,10318/41,1,10/1/2012,10318,41,20,10/29/2012,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,2,10/4/2012,7.7
14.4,ISLAT,0,8,186,4.73,10318,10318/76,1,10/1/2012,10318,76,6,10/29/2012,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,2,10/4/2012,14.4
31.2,TORTU,0,7,187,64.5,10319,10319/17,1,10/2/2012,10319,17,8,10/30/2012,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,3,10/11/2012,31.2
36.4,TORTU,0,7,188,64.5,10319,10319/28,1,10/2/2012,10319,28,14,10/30/2012,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,3,10/11/2012,36.4
14.4,TORTU,0,7,189,64.5,10319,10319/76,1,10/2/2012,10319,76,30,10/30/2012,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,3,10/11/2012,14.4
17.2,WARTH,0,5,190,34.57,10320,10320/71,1,10/3/2012,10320,71,30,10/17/2012,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,3,10/18/2012,17.2
14.4,ISLAT,0,3,191,3.43,10321,10321/35,1,10/3/2012,10321,35,10,10/31/2012,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,2,10/11/2012,14.4
5.6,PERIC,0,7,192,0.4,10322,10322/52,1,10/4/2012,10322,52,20,11/1/2012,Calle Dr. Jorge Cash 321,México D.F.,Mexico,Pericles Comidas clásicas,05033,Central America,3,10/23/2012,5.6
12.4,KOENE,0,4,193,4.88,10323,10323/15,1,10/7/2012,10323,15,5,11/4/2012,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,1,10/14/2012,12.4
11.2,KOENE,0,4,194,4.88,10323,10323/25,1,10/7/2012,10323,25,4,11/4/2012,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,1,10/14/2012,11.2
14.4,KOENE,0,4,195,4.88,10323,10323/39,1,10/7/2012,10323,39,4,11/4/2012,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,1,10/14/2012,14.4
11.815,SAVEA,0.15,9,196,214.27,10324,10324/16,1,10/8/2012,10324,16,21,11/5/2012,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/10/2012,13.9
12.24,SAVEA,0.15,9,197,214.27,10324,10324/35,1,10/8/2012,10324,35,70,11/5/2012,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/10/2012,14.4
9.6,SAVEA,0,9,198,214.27,10324,10324/46,1,10/8/2012,10324,46,30,11/5/2012,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/10/2012,9.6
37.4,SAVEA,0.15,9,199,214.27,10324,10324/59,1,10/8/2012,10324,59,40,11/5/2012,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/10/2012,44
29.835,SAVEA,0.15,9,200,214.27,10324,10324/63,1,10/8/2012,10324,63,80,11/5/2012,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/10/2012,35.1
20,KOENE,0,1,201,64.86,10325,10325/6,1,10/9/2012,10325,6,6,10/23/2012,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,3,10/14/2012,20
4.8,KOENE,0,1,202,64.86,10325,10325/13,1,10/9/2012,10325,13,12,10/23/2012,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,3,10/14/2012,4.8
18.6,KOENE,0,1,203,64.86,10325,10325/14,1,10/9/2012,10325,14,9,10/23/2012,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,3,10/14/2012,18.6
10,KOENE,0,1,204,64.86,10325,10325/31,1,10/9/2012,10325,31,4,10/23/2012,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,3,10/14/2012,10
27.8,KOENE,0,1,205,64.86,10325,10325/72,1,10/9/2012,10325,72,40,10/23/2012,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,3,10/14/2012,27.8
17.6,BOLID,0,4,206,77.92,10326,10326/4,1,10/10/2012,10326,4,24,11/7/2012,"C/ Araquil, 67",Madrid,Spain,Bólido Comidas preparadas,28023,Southern Europe,2,10/14/2012,17.6
15.6,BOLID,0,4,207,77.92,10326,10326/57,1,10/10/2012,10326,57,16,11/7/2012,"C/ Araquil, 67",Madrid,Spain,Bólido Comidas preparadas,28023,Southern Europe,2,10/14/2012,15.6
6.2,BOLID,0,4,208,77.92,10326,10326/75,1,10/10/2012,10326,75,50,11/7/2012,"C/ Araquil, 67",Madrid,Spain,Bólido Comidas preparadas,28023,Southern Europe,2,10/14/2012,6.2
12.16,FOLKO,0.2,2,209,63.36,10327,10327/2,1,10/11/2012,10327,2,25,11/8/2012,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,1,10/14/2012,15.2
13.44,FOLKO,0.2,2,210,63.36,10327,10327/11,1,10/11/2012,10327,11,50,11/8/2012,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,1,10/14/2012,16.8
16.56,FOLKO,0.2,2,211,63.36,10327,10327/30,1,10/11/2012,10327,30,35,11/8/2012,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,1,10/14/2012,20.7
8.48,FOLKO,0.2,2,212,63.36,10327,10327/58,1,10/11/2012,10327,58,30,11/8/2012,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,1,10/14/2012,10.6
44,FURIB,0,4,213,87.03,10328,10328/59,1,10/14/2012,10328,59,9,11/11/2012,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,3,10/17/2012,44
16.8,FURIB,0,4,214,87.03,10328,10328/65,1,10/14/2012,10328,65,40,11/11/2012,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,3,10/17/2012,16.8
10,FURIB,0,4,215,87.03,10328,10328/68,1,10/14/2012,10328,68,10,11/11/2012,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,3,10/17/2012,10
6.935,SPLIR,0.05,4,216,191.67,10329,10329/19,1,10/15/2012,10329,19,10,11/26/2012,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,2,10/23/2012,7.3
19.665,SPLIR,0.05,4,217,191.67,10329,10329/30,1,10/15/2012,10329,30,8,11/26/2012,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,2,10/23/2012,20.7
200.26,SPLIR,0.05,4,218,191.67,10329,10329/38,1,10/15/2012,10329,38,20,11/26/2012,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,2,10/23/2012,210.8
28.88,SPLIR,0.05,4,219,191.67,10329,10329/56,1,10/15/2012,10329,56,12,11/26/2012,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,2,10/23/2012,30.4
21.165,LILAS,0.15,3,220,12.75,10330,10330/26,1,10/16/2012,10330,26,50,11/13/2012,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,1,10/28/2012,24.9
23.63,LILAS,0.15,3,221,12.75,10330,10330/72,1,10/16/2012,10330,72,25,11/13/2012,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,South America,1,10/28/2012,27.8
5.9,BONAP,0,9,222,10.19,10331,10331/54,1,10/16/2012,10331,54,15,11/27/2012,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,1,10/21/2012,5.9
40,MEREP,0.2,3,223,52.84,10332,10332/18,1,10/17/2012,10332,18,40,11/28/2012,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,2,10/21/2012,50
8.96,MEREP,0.2,3,224,52.84,10332,10332/42,1,10/17/2012,10332,42,10,11/28/2012,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,2,10/21/2012,11.2
6.08,MEREP,0.2,3,225,52.84,10332,10332/47,1,10/17/2012,10332,47,16,11/28/2012,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,2,10/21/2012,7.6
18.6,WARTH,0,5,226,0.59,10333,10333/14,1,10/18/2012,10333,14,10,11/15/2012,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,3,10/25/2012,18.6
7.2,WARTH,0.1,5,227,0.59,10333,10333/21,1,10/18/2012,10333,21,10,11/15/2012,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,3,10/25/2012,8
15.48,WARTH,0.1,5,228,0.59,10333,10333/71,1,10/18/2012,10333,71,40,11/15/2012,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,3,10/25/2012,17.2
5.6,VICTE,0,8,229,8.56,10334,10334/52,1,10/21/2012,10334,52,8,11/18/2012,"2, rue du Commerce",Lyon,France,Victuailles en stock,69004,Western Europe,2,10/28/2012,5.6
10,VICTE,0,8,230,8.56,10334,10334/68,1,10/21/2012,10334,68,10,11/18/2012,"2, rue du Commerce",Lyon,France,Victuailles en stock,69004,Western Europe,2,10/28/2012,10
12.16,HUNGO,0.2,7,231,42.11,10335,10335/2,1,10/22/2012,10335,2,7,11/19/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,10/24/2012,15.2
8,HUNGO,0.2,7,232,42.11,10335,10335/31,1,10/22/2012,10335,31,25,11/19/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,10/24/2012,10
20.48,HUNGO,0.2,7,233,42.11,10335,10335/32,1,10/22/2012,10335,32,6,11/19/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,10/24/2012,25.6
33.92,HUNGO,0.2,7,234,42.11,10335,10335/51,1,10/22/2012,10335,51,48,11/19/2012,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,10/24/2012,42.4
15.84,PRINI,0.1,7,235,15.51,10336,10336/4,1,10/23/2012,10336,4,18,11/20/2012,Estrada da saúde n. 58,Lisboa,Portugal,Princesa Isabel Vinhos,1756,Southern Europe,2,10/25/2012,17.6
7.2,FRANK,0,4,236,108.26,10337,10337/23,1,10/24/2012,10337,23,40,11/21/2012,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,3,10/29/2012,7.2
24.9,FRANK,0,4,237,108.26,10337,10337/26,1,10/24/2012,10337,26,24,11/21/2012,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,3,10/29/2012,24.9
15.2,FRANK,0,4,238,108.26,10337,10337/36,1,10/24/2012,10337,36,20,11/21/2012,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,3,10/29/2012,15.2
20.8,FRANK,0,4,239,108.26,10337,10337/37,1,10/24/2012,10337,37,28,11/21/2012,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,3,10/29/2012,20.8
27.8,FRANK,0,4,240,108.26,10337,10337/72,1,10/24/2012,10337,72,25,11/21/2012,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,3,10/29/2012,27.8
31.2,OLDWO,0,4,241,84.21,10338,10338/17,1,10/25/2012,10338,17,20,11/22/2012,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,3,10/29/2012,31.2
20.7,OLDWO,0,4,242,84.21,10338,10338/30,1,10/25/2012,10338,30,15,11/22/2012,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,3,10/29/2012,20.7
17.6,MEREP,0,2,243,15.66,10339,10339/4,1,10/28/2012,10339,4,10,11/25/2012,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,2,11/4/2012,17.6
29.64,MEREP,0.05,2,244,15.66,10339,10339/17,1,10/28/2012,10339,17,70,11/25/2012,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,2,11/4/2012,31.2
39.4,MEREP,0,2,245,15.66,10339,10339/62,1,10/28/2012,10339,62,28,11/25/2012,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,2,11/4/2012,39.4
47.5,BONAP,0.05,1,246,166.31,10340,10340/18,1,10/29/2012,10340,18,20,11/26/2012,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,3,11/8/2012,50
7.315,BONAP,0.05,1,247,166.31,10340,10340/41,1,10/29/2012,10340,41,12,11/26/2012,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,3,11/8/2012,7.7
34.96,BONAP,0.05,1,248,166.31,10340,10340/43,1,10/29/2012,10340,43,40,11/26/2012,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,3,11/8/2012,36.8
2,SIMOB,0,7,249,26.78,10341,10341/33,1,10/29/2012,10341,33,8,11/26/2012,Vinbæltet 34,Kobenhavn,Denmark,Simons bistro,1734,Northern Europe,3,11/5/2012,2
37.4,SIMOB,0.15,7,250,26.78,10341,10341/59,1,10/29/2012,10341,59,9,11/26/2012,Vinbæltet 34,Kobenhavn,Denmark,Simons bistro,1734,Northern Europe,3,11/5/2012,44
12.16,FRANK,0.2,4,251,54.83,10342,10342/2,1,10/30/2012,10342,2,24,11/13/2012,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,2,11/4/2012,15.2
8,FRANK,0.2,4,252,54.83,10342,10342/31,1,10/30/2012,10342,31,56,11/13/2012,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,2,11/4/2012,10
12.16,FRANK,0.2,4,253,54.83,10342,10342/36,1,10/30/2012,10342,36,40,11/13/2012,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,2,11/4/2012,15.2
15.36,FRANK,0.2,4,254,54.83,10342,10342/55,1,10/30/2012,10342,55,40,11/13/2012,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,2,11/4/2012,19.2
26.6,LEHMS,0,4,255,110.37,10343,10343/64,1,10/31/2012,10343,64,50,11/28/2012,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,11/6/2012,26.6
9.5,LEHMS,0.05,4,256,110.37,10343,10343/68,1,10/31/2012,10343,68,4,11/28/2012,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,11/6/2012,10
14.4,LEHMS,0,4,257,110.37,10343,10343/76,1,10/31/2012,10343,76,15,11/28/2012,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,Western Europe,1,11/6/2012,14.4
17.6,WHITC,0,4,258,23.29,10344,10344/4,1,11/1/2012,10344,4,35,11/29/2012,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,2,11/5/2012,17.6
24,WHITC,0.25,4,259,23.29,10344,10344/8,1,11/1/2012,10344,8,70,11/29/2012,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,2,11/5/2012,32
32,QUICK,0,2,260,249.06,10345,10345/8,1,11/4/2012,10345,8,70,12/2/2012,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,2,11/11/2012,32
7.3,QUICK,0,2,261,249.06,10345,10345/19,1,11/4/2012,10345,19,80,12/2/2012,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,2,11/11/2012,7.3
11.2,QUICK,0,2,262,249.06,10345,10345/42,1,11/4/2012,10345,42,9,12/2/2012,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,2,11/11/2012,11.2
